iter	Logloss
291	0.05840345957
292	0.05833862538
293	0.05828653128
294	0.058183258
295	0.05797905823
296	0.05794044706
297	0.05785087089
298	0.05770456069
299	0.05760305907
300	0.0575130548
301	0.05747813974
302	0.05732355947
303	0.05724774452
304	0.05712320196
305	0.05705284376
306	0.05699216441
307	0.05693393046
308	0.05690928547
309	0.05684208035
310	0.05664936157
311	0.05659366554
312	0.05650018637
313	0.05644349684
314	0.05635494228
315	0.05632391707
316	0.05618417639
317	0.05599439456
318	0.05591665842
319	0.05577155801
320	0.05568646207
321	0.05559851621
322	0.05549238535
323	0.05546314785
324	0.05531760941
325	0.05519093021
326	0.05512042523
327	0.05500474998
328	0.05494253428
329	0.05484780055
330	0.05471980674
331	0.0546642162
332	0.05458956156
333	0.05451895969
334	0.05445081355
335	0.05439548311
336	0.05435350469
337	0.05427387625
338	0.05422242694
339	0.0541858104
340	0.05408618364
341	0.05404821853
342	0.05394577823
343	0.05386256051
344	0.05376975462
345	0.05367554527
346	0.05362979219
347	0.05355973426
348	0.05350598701
349	0.05344609252
350	0.05341944551
351	0.05331598122
352	0.05326570736
353	0.05320329683
354	0.05312921893
355	0.05308327873
356	0.05304484485
357	0.05297598643
358	0.05285295858
359	0.05275404501
360	0.05269920681
361	0.05262404681
362	0.0524472375
363	0.05238159546
364	0.05227571417
365	0.05222001212
366	0.05215466286
367	0.05207443855
368	0.05199983717
369	0.05195899874
370	0.05192164538
371	0.05187253901
372	0.05162144844
373	0.05154965865
374	0.05150875369
375	0.05145510044
376	0.05139700458
377	0.0513235474
378	0.05120371021
379	0.05113980677
380	0.05110087709
381	0.05105590531
382	0.05101100905
383	0.05093586768
384	0.05089311637
385	0.05083501736
386	0.05075851265
387	0.05068500857
388	0.05055984902
389	0.05049017949
390	0.05044844098
391	0.05028087396
392	0.05021738201
393	0.05015357777
394	0.05012094112
395	0.05005466529
396	0.05000979069
397	0.0499145682
398	0.04983842688
399	0.04976051697
400	0.04970500527
401	0.04963109779
402	0.0494775002
403	0.04940760041
404	0.04926130468
405	0.04918715537
406	0.04910339921
407	0.04899006901
408	0.04888384248
409	0.0488262827
410	0.04877573014
411	0.0487161756
412	0.04866176249
413	0.04857012338
414	0.04847249953
415	0.04838368266
416	0.04832282779
417	0.04826796298
418	0.04820877318
419	0.0481649008
420	0.04810642008
421	0.04804994185
422	0.04797685647
423	0.04793599733
424	0.04774949261
425	0.04761699439
426	0.04753767168
427	0.04747213885
428	0.04738030059
429	0.04732833139
430	0.04725953941
431	0.04715773748
432	0.04708714333
433	0.04703192558
434	0.04696338814
435	0.04690026875
436	0.04682484846
437	0.04679305765
438	0.04674298003
439	0.04670044407
440	0.04665347768
441	0.0465905327
442	0.04653228518
443	0.04646917431
444	0.0464280895
445	0.04638464469
446	0.04632061437
447	0.0462277848
448	0.04616349672
449	0.04612532926
450	0.04606696286
451	0.04603378009
452	0.04598527158
453	0.0459200769
454	0.04587547816
455	0.04583282444
456	0.04578613598
457	0.04570332322
458	0.04563541995
459	0.04559215774
460	0.04553931036
461	0.04540399639
462	0.04537436241
463	0.04533122269
464	0.04522092691
465	0.04514203832
466	0.04508927336
467	0.04503445289
468	0.04498837868
469	0.04489806448
470	0.04484852595
471	0.04480064456
472	0.04473717664
473	0.04468001257
474	0.04457143101
475	0.04453758195
476	0.04445818132
477	0.04441122419
478	0.04437061331
479	0.0443282707
480	0.04425560833
481	0.04421581108
482	0.04414942846
483	0.04408283367
484	0.0440316295
485	0.04396317275
486	0.04393020324
487	0.04385644394
488	0.04379033894
489	0.04377163973
490	0.0436959339
491	0.04361462373
492	0.04349172962
493	0.04346970123
494	0.04344640917
495	0.04339189794
496	0.04333676021
497	0.04330158376
498	0.04322548757
499	0.04316641992
500	0.0431374081
501	0.04309885139
502	0.0430770611
503	0.04297877848
504	0.04295034219
505	0.04289454475
506	0.04286569707
507	0.04281549201
508	0.04278173507
509	0.04272180447
510	0.04267135399
511	0.04260283312
512	0.04255595743
513	0.04250095238
514	0.0424701502
515	0.04237194687
516	0.0423255441
517	0.04227542385
518	0.04223481379
519	0.04220174769
520	0.04216298634
521	0.0421301262
522	0.0420722304
523	0.04201453358
524	0.04197776726
525	0.04193327107
526	0.04190781215
527	0.04184943151
528	0.04180633367
529	0.04176414647
530	0.04172575593
531	0.04169969938
532	0.04166339967
533	0.04160668367
534	0.04155794675
535	0.04144633313
536	0.04141112935
537	0.04139607296
538	0.04128358734
539	0.04125134979
540	0.0412173617
541	0.04118279565
542	0.04113238523
543	0.04100812044
544	0.04095605992
545	0.04093537234
546	0.04090694495
547	0.0408225595
548	0.04079009732
549	0.04073712841
550	0.04071442109
551	0.04066376361
552	0.04059779662
553	0.04054621271
554	0.0404898985
555	0.04047169831
556	0.04043076438
557	0.04039395364
558	0.04037282406
559	0.04030229888
560	0.04024322523
561	0.04023020651
562	0.04015542308
563	0.04011478309
564	0.04003463395
565	0.03999427071
566	0.03992563088
567	0.03989735908
568	0.03984973577
569	0.03981238743
570	0.03978490635
571	0.03969903695
572	0.03963643265
573	0.03959970631
574	0.03955580654
575	0.03952413803
576	0.03950878522
577	0.03948157327
578	0.03945673282
579	0.03941913437
580	0.03937770539
581	0.03934629591
582	0.03930409677
583	0.03928166826
584	0.03922577953
585	0.03917284029
586	0.03912715692
587	0.03909246285
588	0.03903730767
589	0.03902240311
590	0.038931257
591	0.0389145075
592	0.03883398745
593	0.03877513252
594	0.0387573061
595	0.03874395189
596	0.03869365904
597	0.03867979496
598	0.03855550289
599	0.03852988243
600	0.03848810237
601	0.03841477753
602	0.03836400917
603	0.03835157775
604	0.03833673117
605	0.03831149053
606	0.03824613813
607	0.03820569262
608	0.03817585909
609	0.03816492742
610	0.03811472479
611	0.03804458668
612	0.03798468864
613	0.03795110518
614	0.03791371297
615	0.03785659716
616	0.03783780566
617	0.03778153803
618	0.03768674142
619	0.03762918886
620	0.03757373946
621	0.03755230952
622	0.03751399057
623	0.03747171332
624	0.03745806498
625	0.03743656749
626	0.03739768422
627	0.03735845614
628	0.03731476514
629	0.03729229768
630	0.0372440789
631	0.03720581888
632	0.03715981821
633	0.03713586807
634	0.03709260437
635	0.03702673119
636	0.0369875578
637	0.03695434012
638	0.03690317116
639	0.03687235097
640	0.03682513377
641	0.0368036403
642	0.03674751149
643	0.03667229631
644	0.03660173686
645	0.03657415456
646	0.03653836356
647	0.03649801033
648	0.03646925746
649	0.03643204386
650	0.03638723008
651	0.0363796081
652	0.03635366021
653	0.03631940592
654	0.03624608926
655	0.03619976716
656	0.03617959619
657	0.03611447487
658	0.03607394898
659	0.03601352162
660	0.0359964818
661	0.03596994432
662	0.03594937036
663	0.03590546545
664	0.03588138211
665	0.03585610079
666	0.03582646952
667	0.03581097943
668	0.03580296321
669	0.03576973031
670	0.03575683964
671	0.03573168315
672	0.03570610799
673	0.03568216248
674	0.03565103202
675	0.03562688884
676	0.03557780859
677	0.03552870566
678	0.03547562878
679	0.03545259559
680	0.03540857371
681	0.03536493611
682	0.03533943553
683	0.0352866266
684	0.03520739115
685	0.03515699829
686	0.03508123166
687	0.03503005354
688	0.03499654878
689	0.03497031712
690	0.03496415859
691	0.03494205059
692	0.03491209733
693	0.03481457136
694	0.03478377382
695	0.03474231948
696	0.03472780149
697	0.03467619742
698	0.03462843745
699	0.03458017588
700	0.03454975556
701	0.03451633082
702	0.0344575297
703	0.03441771153
704	0.03438646387
705	0.03437728908
706	0.03433798242
707	0.03433036625
708	0.03429376283
709	0.03425302525
710	0.03421921671
711	0.03415363203
712	0.03411908617
713	0.03406701812
714	0.03401815711
715	0.03397599176
716	0.03394558076
717	0.03387946597
718	0.0338525219
719	0.03383280528
720	0.03379144858
721	0.0337593335
722	0.03374536974
723	0.03371199146
724	0.03368929948
725	0.0336402233
726	0.03361157492
727	0.03357972204
728	0.03355365873
729	0.0335330378
730	0.03351028259
731	0.03347348763
732	0.03345462562
733	0.03342654712
734	0.03341098962
735	0.03336605327
736	0.033326225
737	0.03319677484
738	0.03316420794
739	0.03312412464
740	0.03310140443
741	0.03305957884
742	0.03302142587
743	0.0330120393
744	0.03292433464
745	0.03290282295
746	0.03288091762
747	0.03284031857
748	0.03278906753
749	0.03274965029
750	0.03272084328
751	0.03268724404
752	0.03263291523
753	0.03260308915
754	0.03257738724
755	0.03254045373
756	0.03251536096
757	0.03247628239
758	0.0324369201
759	0.03242877725
760	0.03239702048
761	0.0323814863
762	0.03235356556
763	0.03230134535
764	0.03227030853
765	0.0322476586
766	0.03222234978
767	0.03220397795
768	0.03218876249
769	0.03218288596
770	0.03215658408
771	0.03212075029
772	0.03206743111
773	0.03205394978
774	0.03204415866
775	0.03200249
776	0.03198251118
777	0.0319514696
778	0.0318552482
779	0.03184302621
780	0.03180258969
781	0.03177995507
782	0.03175416736
783	0.03171871904
784	0.03169849086
785	0.03167814147
786	0.03165812905
787	0.03163048121
788	0.03161163555
789	0.03148387051
790	0.03140732969
791	0.03138053806
792	0.03135417247
793	0.03134354552
794	0.03128900133
795	0.03127292986
796	0.03125797912
797	0.03120594853
798	0.03118173123
799	0.03113464264
800	0.03109567951
801	0.03107562552
802	0.031053477
803	0.03097716534
804	0.03094696779
805	0.03092484798
806	0.03089585685
807	0.03086071736
808	0.03084087328
809	0.03078410649
810	0.03076221707
811	0.0307440415
812	0.03071773887
813	0.03068336546
814	0.03066664092
815	0.03062301611
816	0.03060805597
817	0.03058288329
818	0.03056927863
819	0.03054335079
820	0.03051718734
821	0.03044291303
822	0.03042401757
823	0.03038400568
824	0.03034759662
825	0.03030564324
826	0.03029594097
827	0.03027263594
828	0.0302023645
829	0.0300874883
830	0.03004965773
831	0.03003620983
832	0.03003026781
833	0.03001853389
834	0.02997716167
835	0.02992873522
836	0.02989617395
837	0.02987969269
838	0.02984536802
839	0.02981849895
840	0.02975567072
841	0.0297273592
842	0.02969966506
843	0.02968145761
844	0.02965710434
845	0.02960510722
846	0.02953893756
847	0.02950035626
848	0.02948901089
849	0.02947663669
850	0.02945474348
851	0.02944845298
852	0.02943895818
853	0.02939208546
854	0.0293788836
855	0.02935678727
856	0.0293262923
857	0.02926252457
858	0.02923976638
859	0.02923232774
860	0.02921516221
861	0.02920922308
862	0.0291974624
863	0.02918066535
864	0.02911567867
865	0.02908952329
866	0.02904722471
867	0.02901647065
868	0.02899445035
869	0.02897706444
870	0.0289619052
871	0.02892654305
872	0.02889511969
873	0.02888835898
874	0.02886674549
875	0.0288373517
876	0.02880590283
877	0.02877673877
878	0.02871603956
879	0.02870192405
880	0.02867469082
881	0.02861718645
882	0.02858778476
883	0.02856214739
884	0.02854358006
885	0.02853902869
886	0.02851435739
887	0.02847682046
888	0.02845843597
889	0.02843633499
890	0.02840373258
891	0.02838363894
892	0.02835989995
893	0.02835510924
894	0.02830943157
895	0.02830011635
896	0.02828825027
897	0.02824414778
898	0.02821626819
899	0.02816217363
900	0.02815385902
901	0.02813972551
902	0.02809766517
903	0.0280796748
904	0.02805208025
905	0.02799798209
906	0.02791837694
907	0.02790133711
908	0.02789061107
909	0.02787238442
910	0.02784615463
911	0.02782962603
912	0.02778756905
913	0.02776577197
914	0.02774103083
915	0.0277175807
916	0.02767157939
917	0.02765116003
918	0.02763025229
919	0.02761116876
920	0.02757589276
921	0.02755235269
922	0.02752383783
923	0.0275090174
924	0.02748176796
925	0.02744621886
926	0.02738220401
927	0.02737420601
928	0.02734485237
929	0.02733118218
930	0.02730111954
931	0.02725652672
932	0.02722720076
933	0.02719162376
934	0.02718574465
935	0.02717356317
936	0.0271145537
937	0.02707237196
938	0.02703033947
939	0.02701945754
940	0.02698731993
941	0.02697188817
942	0.02692533867
943	0.02690450222
944	0.02680698885
945	0.02677395778
946	0.02675557522
947	0.02668599513
948	0.02666369452
949	0.02665316803
950	0.02663888999
951	0.02661988265
952	0.02661519955
953	0.02660799621
954	0.02650510246
955	0.02648149212
956	0.0264716479
957	0.02642904938
958	0.02638752068
959	0.02637273555
960	0.02635455531
961	0.02634674026
962	0.02632668573
963	0.02632053466
964	0.0263068475
965	0.02626441387
966	0.02623611061
967	0.02622227627
968	0.02620656302
969	0.02618058935
970	0.02617622889
971	0.02615749896
972	0.02614264425
973	0.02608353442
974	0.02606437801
975	0.02603979169
976	0.02603286103
977	0.02601016234
978	0.02599793367
979	0.02597747837
980	0.02594882852
981	0.02594306377
982	0.02593663656
983	0.02592498907
984	0.02590439335
985	0.02588247956
986	0.02586425214
987	0.02583231152
988	0.0258202911
989	0.02579033269
990	0.02576401852
991	0.02575077376
992	0.02574092127
993	0.02570648255
994	0.02570223744
995	0.02566989729
996	0.0256482631
997	0.02562920856
998	0.02559391347
999	0.02557590187
